Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
226,2018-05-04,KCR,DET,W 4-2,9.0,9,2,2,2,8,0,0,145,95,0,0,36,34,2,0,1,0,0,0,1,0,1,0,0,0,2.00,0.212,2.852,1.522,4,24648,169
227,2018-05-04,LAD,SDP,W 4-0,9.0,0,0,0,5,13,0,0,146,93,0,0,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00,,,.000,4,21536,187
228,2018-05-04,MIL,PIT,L 4-6,9.0,9,6,6,6,5,3,0,163,101,0,0,41,34,0,0,0,1,0,0,1,0,0,0,0,1,6.00,-0.202,-1.299,.895,4,32869,191
229,2018-05-04,MIN,CHW,W 6-4,9.0,9,4,4,3,5,2,0,144,102,1,0,39,36,0,1,0,0,0,0,0,1,0,0,0,0,4.00,0.231,0.661,1.314,5,15935,199
230,2018-05-04,NYM,COL,L 7-8,9.0,11,8,8,4,6,2,0,143,94,2,1,42,37,2,0,0,0,0,1,0,1,0,0,0,0,8.00,-0.379,-3.490,.410,2,34030,194
231,2018-05-04,NYY,CLE,W 7-6,9.0,10,6,6,1,12,2,0,160,105,1,1,38,36,2,0,0,1,0,0,0,0,1,0,0,2,6.00,-0.245,-1.056,1.492,5,46869,202
232,2018-05-04,OAK,BAL,W 6-4,9.0,9,4,4,2,11,1,0,147,94,2,0,37,35,2,0,1,0,0,0,1,0,0,0,0,0,4.00,0.130,0.562,1.420,5,12723,201
233,2018-05-04,PHI,WSN,L 3-7,8.0,9,7,7,7,8,3,0,143,92,1,1,39,32,1,0,1,0,0,0,0,0,0,0,0,0,7.88,-0.332,-2.740,.342,3,35497,169
234,2018-05-04,PIT,MIL,W 6-4,9.0,9,4,4,3,12,2,0,148,90,1,0,38,35,2,0,0,0,0,0,1,0,0,0,0,1,4.00,0.298,0.701,1.548,5,32869,191
235,2018-05-04,SDP,LAD,L 0-4,9.0,9,4,4,3,9,2,0,164,103,0,0,37,34,1,1,0,0,0,0,1,0,0,0,0,1,4.00,,,,4,21536,187
236,2018-05-04,SEA,LAA,L 0-5,9.0,11,5,5,7,10,0,0,182,109,4,0,43,36,3,1,0,0,0,0,2,1,0,0,0,1,5.00,-0.056,-0.390,.674,4,41705,190
237,2018-05-04,SFG,ATL,W 9-4,9.0,8,4,3,3,8,2,1,138,87,0,0,36,32,1,0,0,0,0,1,2,0,0,0,0,0,3.00,0.064,0.561,.725,4,41807,165
238,2018-05-04,STL,CHC,W 3-2,9.0,10,2,2,0,5,0,0,123,87,2,0,38,38,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.410,2.562,1.125,5,46099,178
239,2018-05-04,TBR,TOR,W 6-2,9.0,4,2,2,1,9,1,0,121,86,0,0,33,31,1,0,0,0,0,1,0,0,0,0,0,0,2.00,0.315,2.470,.845,4,11117,159
240,2018-05-04,TEX,BOS,L 1-5,9.0,7,5,5,1,7,4,0,130,91,0,0,35,34,1,0,0,0,0,0,0,0,0,0,0,0,5.00,-0.115,0.084,.603,3,31404,156
241,2018-05-04,TOR,TBR,L 2-6,8.0,10,6,6,4,7,2,0,167,91,3,0,37,32,3,0,0,0,0,0,1,0,1,0,0,0,6.75,-0.184,-2.027,.696,3,11117,159
242,2018-05-04,WSN,PHI,W 7-3,9.0,7,3,3,2,9,2,0,145,92,0,0,36,34,3,0,0,0,0,0,1,0,0,0,0,0,3.00,0.167,1.794,.525,5,35497,169
243,2018-05-03,LAA,BAL,W 12-3,9.0,8,3,3,2,5,0,0,133,93,0,0,36,34,0,0,0,0,0,0,2,0,0,0,0,0,3.00,0.093,1.560,.131,3,35879,182
244,2018-05-03,ARI,LAD,L 2-5,9.0,7,5,5,4,8,1,0,148,93,3,3,38,32,3,0,1,1,0,1,1,1,0,0,1,2,5.00,-0.247,0.122,1.450,5,21407,197
245,2018-05-03,ATL,NYM,W 11-0,9.0,3,0,0,3,10,0,0,127,85,0,0,33,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.223,4.510,.292,3,26882,160
246,2018-05-03,BAL,LAA,L 3-12,8.0,15,12,12,3,7,0,0,165,105,4,4,40,36,5,1,0,1,0,0,2,0,1,0,0,0,13.50,-0.408,-7.947,.210,5,35879,182
247,2018-05-03,BOS,TEX,L 5-11,8.0,11,11,8,3,9,1,3,157,96,5,3,40,35,2,1,0,1,0,1,1,0,0,0,0,2,9.00,-0.523,-6.481,.599,3,22348,200
248,2018-05-03,CHW,MIN,W 6-5,9.0,7,5,4,2,3,1,1,125,73,1,0,37,33,2,0,0,1,0,1,0,0,0,0,0,0,4.00,0.133,-0.339,.991,5,13260,174
249,2018-05-03,DET,KCR,L 6-10,8.0,13,10,10,3,4,3,0,143,95,2,2,40,36,2,0,0,0,0,1,0,0,0,0,0,0,11.25,-0.729,-5.687,.849,4,28866,187
250,2018-05-03,HOU,NYY,L 5-6,9.0,8,6,6,4,9,0,0,145,93,3,3,39,33,1,0,0,1,0,1,0,0,0,0,0,1,6.00,-0.702,-1.681,1.289,4,34838,191
251,2018-05-03,KCR,DET,W 10-6,9.0,15,6,6,3,11,1,0,161,103,6,1,44,41,3,0,0,0,0,0,0,0,0,0,0,0,6.00,-0.229,-1.147,1.259,6,28866,187
252,2018-05-03,LAD,ARI,W 5-2,9.0,6,2,1,2,9,0,1,157,96,2,0,36,33,0,0,0,1,0,0,1,2,0,0,0,0,1.00,0.255,3.122,1.160,6,21407,197
253,2018-05-03,MIN,CHW,L 5-6,8.2,7,6,4,2,14,2,2,149,94,1,0,34,30,2,0,0,1,1,0,0,1,2,0,0,0,4.15,-0.368,-1.446,1.270,4,13260,174
254,2018-05-03,NYM,ATL,L 0-11,9.0,15,11,11,5,5,4,0,150,93,3,0,46,39,2,0,0,0,1,1,0,0,1,1,0,0,11.00,-0.276,-6.490,.345,4,26882,160
255,2018-05-03,NYY,HOU,W 6-5,9.0,9,5,4,0,9,1,1,132,95,3,3,38,37,0,0,0,1,0,0,0,0,0,0,0,2,4.00,-0.203,-0.682,1.484,4,34838,191
256,2018-05-03,OAK,SEA,L 1-4,8.0,7,4,4,0,6,1,0,110,69,0,0,33,29,1,0,0,2,2,0,0,2,0,0,0,1,4.50,-0.144,0.098,.582,3,12888,151
257,2018-05-03,PIT,WSN,L 1-3,8.0,4,3,3,2,4,2,0,128,71,0,0,30,27,0,0,0,0,1,0,0,0,0,0,0,0,3.38,0.005,1.262,.818,4,30434,162
258,2018-05-03,SEA,OAK,W 4-1,9.0,6,1,1,1,9,1,0,149,98,0,0,32,31,1,0,0,0,0,0,1,0,1,0,0,0,1.00,0.357,3.610,.837,5,12888,151
259,2018-05-03,TEX,BOS,W 11-5,9.0,9,5,5,4,6,1,0,148,88,1,0,41,36,2,0,0,0,0,1,0,0,0,0,0,0,5.00,-0.022,0.083,.733,3,22348,200
260,2018-05-03,WSN,PIT,W 3-1,9.0,5,1,0,0,5,0,1,110,76,4,1,33,32,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.504,3.793,1.138,5,30434,162
261,2018-05-03 (1),CLE,TOR,L 11-13,11.0,17,13,13,9,14,3,0,251,153,4,2,59,49,6,0,0,1,0,0,0,2,0,0,0,0,10.64,-0.740,-6.836,1.602,7,,287
262,2018-05-03 (1),TOR,CLE,W 13-11,11.0,16,11,11,5,11,2,0,188,121,2,0,52,46,4,0,0,1,0,0,0,3,2,1,0,2,9.00,-0.239,-4.838,1.513,8,,287
263,2018-05-03 (2),CLE,TOR,W 13-4,9.0,8,4,4,2,7,3,0,140,96,0,0,37,35,3,0,0,0,0,0,0,0,0,0,0,0,4.00,0.064,1.044,.489,3,19007,191
264,2018-05-03 (2),TOR,CLE,L 4-13,8.0,16,13,13,8,8,1,0,192,115,2,2,48,39,5,0,0,0,0,1,0,0,0,0,0,3,14.62,-0.436,-8.517,.698,3,19007,191
265,2018-05-02,LAA,BAL,W 10-7,9.0,10,7,7,4,6,0,0,156,94,0,0,40,34,0,2,0,0,0,2,1,0,0,0,0,0,7.00,0.182,-2.439,.693,5,32156,194
266,2018-05-02,ARI,LAD,L 1-2,9.0,6,2,2,3,6,0,0,147,84,0,0,34,29,2,0,0,1,0,1,3,0,0,0,0,2,2.00,0.231,3.122,.999,4,19531,192
267,2018-05-02,ATL,NYM,W 7-0,9.0,3,0,0,1,10,0,0,117,85,0,0,31,30,2,0,0,0,0,0,0,0,0,0,0,1,0.00,0.428,4.510,.683,3,23528,144
268,2018-05-02,BAL,LAA,L 7-10,8.0,9,10,8,5,8,4,2,169,104,1,0,39,33,3,0,0,0,0,1,0,1,0,0,0,1,9.00,-0.318,-5.947,.402,3,32156,194
269,2018-05-02,BOS,KCR,W 5-4,9.0,10,4,4,2,10,1,0,139,90,0,0,37,33,3,0,0,1,0,1,2,0,0,0,0,0,4.00,0.318,0.994,1.246,4,32267,165
270,2018-05-02,CHC,COL,L 2-11,9.0,15,11,8,5,11,4,3,183,117,2,2,48,43,3,0,0,0,0,0,0,1,0,0,0,0,8.00,-0.315,-6.258,.407,4,32909,185
271,2018-05-02,CHW,STL,L 2-3,8.0,4,3,3,3,7,2,0,103,65,0,0,29,25,0,0,0,1,0,0,1,1,1,0,0,0,3.38,0.054,1.054,.785,3,37298,157
272,2018-05-02,CIN,MIL,L 1-3,9.0,12,3,3,1,11,1,0,155,100,4,0,40,39,2,0,0,0,0,0,1,1,0,0,0,0,3.00,0.052,1.651,.993,5,10346,168
273,2018-05-02,CLE,TEX,W 12-4,9.0,8,4,4,1,7,3,0,134,88,0,0,34,33,1,0,0,0,0,0,2,0,0,0,0,0,4.00,0.057,1.043,.231,3,15637,161
274,2018-05-02,COL,CHC,W 11-2,9.0,4,2,2,2,10,2,0,122,85,0,0,33,31,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.185,2.742,.453,3,32909,185
275,2018-05-02,DET,TBR,W 3-2,12.0,8,2,2,4,11,0,0,178,109,1,0,46,40,0,0,0,1,1,0,3,0,0,0,0,0,1.50,0.842,4.524,1.501,7,20866,208
276,2018-05-02,MIA,PHI,L 0-6,9.0,12,6,5,1,7,1,1,153,109,0,0,41,38,3,0,1,1,0,1,1,0,0,0,0,0,5.00,-0.040,-1.681,.622,3,5941,174
277,2018-05-02,HOU,NYY,L 0-4,9.0,9,4,4,1,7,2,0,148,97,2,0,37,36,4,0,0,0,0,0,0,1,0,0,0,0,4.00,-0.098,0.318,.417,3,31617,151
278,2018-05-02,KCR,BOS,L 4-5,8.0,10,5,5,1,6,4,0,127,82,0,0,33,32,1,0,0,0,0,0,1,0,0,1,0,0,5.62,-0.182,-0.560,.912,2,32267,165
279,2018-05-02,LAD,ARI,W 2-1,9.0,6,1,1,4,11,0,0,147,89,0,0,36,32,3,0,0,0,0,0,1,1,0,0,0,0,1.00,0.731,4.122,1.684,6,19531,192
280,2018-05-02,MIL,CIN,W 3-1,9.0,4,1,1,5,4,0,0,137,81,0,0,35,30,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.553,3.652,1.469,3,10346,168
281,2018-05-02,MIN,TOR,W 4-0,9.0,6,0,0,3,9,0,0,140,86,1,0,34,30,1,0,0,1,0,0,1,0,2,0,0,0,0.00,0.509,4.700,1.307,5,16420,167
282,2018-05-02,NYM,ATL,L 0-7,9.0,11,7,7,0,10,3,0,136,97,0,0,38,38,3,0,0,0,0,0,0,0,0,0,0,0,7.00,-0.073,-2.491,.734,4,23528,144
283,2018-05-02,NYY,HOU,W 4-0,9.0,5,0,0,1,10,0,0,110,83,,,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.403,4.318,.826,1,31617,151
284,2018-05-02,OAK,SEA,W 3-2,9.0,9,2,2,3,8,1,0,126,80,2,0,38,35,1,0,1,0,0,0,0,0,0,0,0,0,2.00,0.360,2.612,1.848,3,11603,145
285,2018-05-02,PHI,MIA,W 6-0,9.0,5,0,0,1,7,0,0,116,78,2,0,30,29,0,0,0,0,0,0,1,0,1,1,0,0,0.00,0.461,4.319,.864,4,5941,174
286,2018-05-02,PIT,WSN,L 3-9,8.0,14,9,6,3,10,2,3,152,93,2,0,42,38,3,0,1,0,1,0,0,2,0,0,0,0,6.75,-0.403,-4.740,.655,3,27086,175
287,2018-05-02,SDP,SFG,L 4-9,8.0,14,9,8,4,8,1,1,159,90,2,0,44,38,5,0,0,1,0,1,0,0,0,0,0,1,9.00,-0.449,-5.036,.524,4,36475,182
288,2018-05-02,SEA,OAK,L 2-3,9.0,8,3,3,1,16,2,0,129,95,0,0,36,35,3,0,0,0,0,0,0,0,0,0,0,0,3.00,-0.140,1.610,1.129,3,11603,145
289,2018-05-02,SFG,SDP,W 9-4,9.0,8,4,4,4,9,1,0,169,102,2,0,39,34,1,0,0,0,1,0,0,0,0,0,0,0,4.00,0.050,0.460,.548,6,36475,182
290,2018-05-02,STL,CHW,W 3-2,9.0,6,2,2,3,7,0,0,131,87,2,1,34,30,1,0,0,0,0,1,2,1,0,0,0,0,2.00,0.554,2.560,1.495,3,37298,157
291,2018-05-02,TBR,DET,L 2-3,11.0,9,3,3,1,8,1,0,147,102,0,0,42,40,1,1,0,0,1,0,0,0,0,0,0,0,2.45,0.342,2.588,1.634,6,20866,208
292,2018-05-02,TEX,CLE,L 4-12,8.0,15,12,12,2,5,5,0,159,103,0,0,42,38,4,1,0,1,0,1,0,0,0,0,0,0,13.50,-0.443,-7.516,.253,3,15637,161
293,2018-05-02,TOR,MIN,L 0-4,8.0,9,4,4,3,7,1,0,136,88,3,1,36,32,1,0,0,0,0,1,1,2,0,0,0,1,4.50,0.009,0.179,.679,3,16420,167
294,2018-05-02,WSN,PIT,W 9-3,9.0,9,3,2,2,12,1,1,137,88,0,0,37,35,1,0,0,0,0,0,1,1,1,0,0,0,2.00,0.098,1.794,.812,3,27086,175
295,2018-05-01,LAA,BAL,W 3-2,9.0,4,2,2,2,6,0,0,131,89,0,0,33,31,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.216,2.561,1.221,5,32345,178
296,2018-05-01,ARI,LAD,W 4-3,9.0,4,3,2,7,7,1,1,159,95,0,0,38,30,1,0,1,1,0,0,2,0,0,0,0,0,2.00,0.362,2.122,1.264,5,18940,192
297,2018-05-01,ATL,NYM,W 3-2,9.0,9,2,2,1,9,1,0,128,89,1,0,36,35,1,0,0,0,0,0,1,0,0,0,0,1,2.00,0.482,2.510,1.698,5,22527,163
298,2018-05-01,BAL,LAA,L 2-3,8.1,10,3,3,4,3,1,0,136,89,1,0,39,35,4,0,3,0,0,0,0,0,0,0,0,0,3.24,-0.284,-0.022,1.281,4,32345,178
299,2018-05-01,BOS,KCR,L 6-7,13.0,15,7,6,3,11,2,1,203,135,0,0,58,51,2,0,0,2,0,2,1,1,1,0,0,0,4.15,-0.317,0.214,1.913,6,34466,265
300,2018-05-01,CHC,COL,L 1-3,9.0,4,3,3,2,7,3,0,119,74,1,0,32,30,0,0,0,0,0,0,1,1,0,0,0,0,3.00,0.056,1.742,.610,2,40077,144
301,2018-05-01,CHW,STL,L 2-3,8.1,7,3,3,2,5,2,0,141,90,0,0,32,29,2,0,0,0,1,0,1,1,1,0,0,1,3.24,-0.285,1.031,1.791,4,38800,176
302,2018-05-01,CIN,MIL,L 6-7,9.0,9,7,7,2,7,3,0,142,93,0,0,36,33,1,1,0,0,1,0,0,0,1,0,0,0,7.00,-0.321,-2.348,.818,4,12933,198
303,2018-05-01,CLE,TEX,L 6-8,12.0,15,8,8,2,16,4,0,203,137,2,1,54,51,4,0,0,1,0,0,0,1,0,0,0,1,6.00,-0.185,-1.275,1.070,7,16356,245
304,2018-05-01,COL,CHC,W 3-1,9.0,3,1,1,2,9,1,0,128,85,0,0,32,30,0,1,0,0,0,0,0,0,0,0,0,0,1.00,0.555,3.742,1.298,3,40077,144
305,2018-05-01,DET,TBR,W 2-1,9.0,8,1,1,1,12,0,0,129,84,0,0,35,33,0,0,0,1,0,0,1,2,0,0,0,0,1.00,0.638,3.894,1.466,4,17255,148
306,2018-05-01,MIA,PHI,W 2-1,10.0,8,1,1,3,9,0,0,137,90,0,0,42,37,2,0,0,1,1,0,0,0,0,0,0,0,0.90,0.625,3.799,1.803,5,5844,174
307,2018-05-01,HOU,NYY,L 0-4,9.0,7,4,4,0,15,1,0,132,91,1,1,35,34,1,0,0,1,0,0,0,1,0,0,0,1,4.00,0.056,0.317,1.176,3,34386,177
308,2018-05-01,KCR,BOS,W 7-6,13.0,12,6,6,2,10,2,0,206,140,3,3,54,51,3,0,0,1,0,0,0,0,0,0,0,2,4.15,0.183,1.214,1.545,8,34466,265
309,2018-05-01,LAD,ARI,L 3-4,8.0,10,4,4,3,9,2,0,137,89,1,0,37,34,0,1,1,0,0,0,0,3,0,0,0,0,4.50,-0.136,0.553,1.262,4,18940,192
310,2018-05-01,MIL,CIN,W 7-6,9.0,11,6,5,6,6,2,1,143,80,3,1,43,35,0,0,0,0,1,1,0,2,1,1,0,0,5.00,0.179,-1.349,1.887,4,12933,198
311,2018-05-01,MIN,TOR,L 4-7,10.0,10,7,7,7,12,2,0,182,104,1,0,47,38,3,0,2,1,0,1,1,3,0,0,0,2,6.30,-0.425,-1.778,1.895,7,16245,212
312,2018-05-01,NYM,ATL,L 2-3,9.0,15,3,3,1,5,0,0,122,85,1,0,42,40,2,0,0,1,0,0,0,0,0,1,0,0,3.00,-0.018,1.510,.621,4,22527,163
313,2018-05-01,NYY,HOU,W 4-0,9.0,6,0,0,1,13,0,0,129,85,0,0,33,32,1,0,0,0,0,0,1,0,0,0,0,1,0.00,0.556,4.319,1.169,6,34386,177
314,2018-05-01,OAK,SEA,L 3-6,8.0,9,6,6,5,8,1,0,139,84,3,1,39,32,3,0,0,1,0,1,0,2,0,0,0,1,6.75,-0.219,-1.902,.884,4,12468,186
315,2018-05-01,PHI,MIA,L 1-2,9.1,7,2,2,1,8,1,0,120,87,2,0,35,34,1,1,1,0,0,0,0,0,0,1,0,0,1.93,0.125,1.909,1.542,6,5844,174
316,2018-05-01,PIT,WSN,L 4-12,8.0,10,12,10,4,6,4,2,152,96,1,1,39,35,1,0,0,0,0,0,0,1,1,0,0,1,11.25,-0.202,-7.740,.374,3,23534,178
317,2018-05-01,SDP,SFG,W 3-2,9.0,6,2,2,5,10,0,0,146,87,0,0,38,33,2,0,0,0,0,0,0,1,0,0,0,2,2.00,0.421,2.460,1.513,4,36735,144
318,2018-05-01,SEA,OAK,W 6-3,9.0,4,3,3,6,13,1,0,153,94,2,2,35,29,1,0,0,0,0,0,1,0,1,0,0,0,3.00,0.282,1.611,.981,4,12468,186
319,2018-05-01,SFG,SDP,L 2-3,9.0,5,3,3,1,6,2,0,105,69,0,0,30,29,0,1,0,0,0,0,3,0,0,0,0,0,3.00,-0.080,1.460,.943,3,36735,144
320,2018-05-01,STL,CHW,W 3-2,9.0,6,2,2,4,7,0,0,149,88,0,0,37,33,1,0,0,0,0,0,0,2,0,0,0,1,2.00,0.217,2.562,1.033,5,38800,176
321,2018-05-01,TBR,DET,L 1-2,8.0,7,2,2,2,7,0,0,111,72,0,0,32,30,2,0,1,0,0,0,0,0,0,0,0,0,2.25,0.137,2.350,.966,3,17255,148
322,2018-05-01,TEX,CLE,W 8-6,12.0,13,6,4,3,7,1,2,186,114,2,0,52,48,3,0,0,1,0,0,2,0,0,0,0,0,3.00,0.317,0.724,1.394,5,16356,245
323,2018-05-01,TOR,MIN,W 7-4,10.0,8,4,4,1,6,2,0,159,103,0,0,38,37,2,0,0,0,0,0,1,0,0,0,0,0,3.60,0.076,1.222,.972,6,16245,212
324,2018-05-01,WSN,PIT,W 12-4,9.0,8,4,4,3,11,2,0,159,106,0,0,38,35,4,0,0,0,0,0,0,0,0,0,0,0,4.00,0.297,0.792,.399,4,23534,178
325,2018-04-30,ARI,LAD,W 8-5,9.0,7,5,5,1,11,1,0,151,101,1,1,37,33,3,1,0,2,0,1,0,0,0,0,0,0,5.00,0.211,0.122,.805,5,17562,207
326,2018-04-30,BOS,KCR,W 10-6,9.0,9,6,6,3,13,0,0,163,106,0,0,40,35,4,0,0,2,0,0,1,0,0,0,0,0,6.00,-0.077,-1.005,.849,4,31314,193
327,2018-04-30,CHC,COL,W 3-2,9.0,7,2,0,4,9,0,2,155,89,3,0,39,33,1,0,0,1,1,0,1,0,0,0,0,0,0.00,0.471,2.742,1.794,5,35922,177
328,2018-04-30,CIN,MIL,L 5-6,9.0,9,6,6,5,4,2,0,162,97,2,2,40,35,1,0,0,0,0,0,1,5,0,0,0,0,6.00,-0.425,-1.349,1.148,5,9536,182
329,2018-04-30,CLE,TEX,W 7-5,9.0,9,5,5,5,14,1,0,189,116,3,0,41,35,3,0,1,1,0,0,0,0,1,0,0,1,5.00,-0.204,0.044,1.576,4,12851,236
330,2018-04-30,COL,CHC,L 2-3,8.0,6,3,3,2,7,0,0,117,72,0,0,31,29,1,1,0,0,0,0,2,0,0,0,0,0,3.38,-0.029,1.215,.996,2,35922,177
331,2018-04-30,DET,TBR,L 2-3,9.0,4,3,3,2,7,2,0,132,82,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,3.00,0.118,1.894,1.069,4,19398,172
332,2018-04-30,MIA,PHI,W 8-4,9.0,8,4,4,6,4,2,0,155,89,0,0,39,33,2,0,0,0,0,0,1,0,1,0,0,1,4.00,0.017,0.319,1.207,5,5415,186
333,2018-04-30,HOU,NYY,W 2-1,9.0,3,1,1,3,14,0,0,125,83,3,1,32,29,1,0,0,0,0,0,1,1,0,0,0,0,1.00,0.564,3.319,1.252,4,30061,151
334,2018-04-30,KCR,BOS,L 6-10,8.0,13,10,9,3,3,2,1,155,98,2,0,41,37,3,0,0,0,0,1,0,0,0,0,0,0,10.12,-0.578,-5.561,.733,3,31314,193
335,2018-04-30,LAD,ARI,L 5-8,8.0,13,8,7,5,6,4,1,157,102,3,2,43,37,3,0,1,1,0,0,0,0,1,0,0,0,7.88,-0.290,-3.446,.512,5,17562,207
336,2018-04-30,MIL,CIN,W 6-5,9.0,7,5,5,5,12,0,0,135,83,4,2,38,31,4,0,0,1,0,1,1,0,1,0,0,0,5.00,0.075,-0.348,1.492,5,9536,182
337,2018-04-30,MIN,TOR,L 5-7,9.0,10,7,6,6,7,2,1,155,87,2,0,44,38,2,0,1,0,0,0,0,0,1,0,0,0,6.00,-0.227,-2.298,.889,4,16456,193
338,2018-04-30,NYY,HOU,L 1-2,8.0,5,2,2,3,5,0,0,118,77,0,0,31,28,2,0,0,0,0,0,1,0,0,0,1,0,2.25,0.064,1.839,.788,3,30061,151
339,2018-04-30,PHI,MIA,L 4-8,8.0,13,8,8,2,6,1,0,140,88,1,0,37,35,5,0,0,0,0,0,1,1,1,0,0,0,9.00,-0.483,-4.161,.819,5,5415,186
340,2018-04-30,PIT,WSN,L 2-3,8.0,9,3,3,3,7,0,0,130,89,0,0,35,32,2,0,2,0,0,0,1,0,0,0,0,1,3.38,0.036,1.261,.931,3,20879,154
341,2018-04-30,SDP,SFG,L 5-6,8.2,10,6,6,5,10,0,0,153,96,1,0,42,36,2,1,0,1,0,0,0,2,0,1,0,0,6.23,-0.773,-1.975,1.506,5,35470,199
342,2018-04-30,SFG,SDP,W 6-5,9.0,10,5,3,5,6,0,2,166,98,3,0,42,36,2,0,0,0,0,1,1,2,0,0,0,0,3.00,-0.273,-0.540,1.086,5,35470,199
343,2018-04-30,TBR,DET,W 3-2,9.0,5,2,2,2,7,0,0,150,94,3,2,34,30,2,0,0,2,0,0,1,1,0,1,0,1,2.00,0.616,2.894,1.829,3,19398,172
344,2018-04-30,TEX,CLE,L 5-7,8.0,12,7,6,4,11,0,1,163,99,6,2,41,35,2,0,0,1,1,0,1,1,0,0,0,3,6.75,-0.706,-2.517,1.693,6,12851,236
345,2018-04-30,TOR,MIN,W 7-5,9.0,10,5,5,4,5,1,0,152,92,1,1,42,37,3,1,0,1,0,0,0,1,0,0,0,0,5.00,0.273,-0.300,1.360,5,16456,193
346,2018-04-30,WSN,PIT,W 3-2,9.0,6,2,2,2,4,1,0,125,77,0,0,32,30,1,0,0,0,0,0,2,0,1,0,0,0,2.00,0.536,2.794,1.198,3,20879,154
347,2018-04-29,LAA,NYY,L 1-2,9.0,4,2,2,3,13,1,0,152,89,0,0,34,31,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.188,2.561,.841,4,44593,180
348,2018-04-29,ARI,WSN,L 1-3,8.0,7,3,2,5,4,2,1,136,83,1,0,36,31,1,0,1,0,0,0,2,1,0,0,0,0,2.25,-0.046,1.260,.610,4,30285,169
349,2018-04-29,ATL,PHI,W 10-1,9.0,5,1,1,5,13,0,0,146,96,2,0,36,31,1,0,0,0,0,0,2,0,0,0,0,0,1.00,0.192,3.459,.653,4,31010,206
350,2018-04-29,BAL,DET,W 5-3,9.0,8,3,3,3,11,1,0,159,107,3,0,37,34,3,0,0,0,0,0,0,0,0,0,0,0,3.00,0.331,1.661,1.188,4,28089,181
351,2018-04-29,BOS,TBR,W 4-3,9.0,10,3,3,0,9,1,0,142,102,1,0,36,35,2,0,0,0,1,0,0,0,0,1,0,0,3.00,0.330,1.995,1.574,2,32888,181
352,2018-04-29,CHC,MIL,W 2-0,9.0,2,0,0,4,6,0,0,123,71,0,0,31,27,0,0,0,0,0,0,2,2,0,0,0,0,0.00,0.597,4.742,1.156,3,40895,155
353,2018-04-29,CHW,KCR,L 4-5,8.0,12,5,4,4,7,2,1,151,99,4,1,39,33,1,0,0,1,1,0,2,1,0,0,0,1,4.50,-0.316,-0.687,1.481,4,23892,199
354,2018-04-29,CIN,MIN,W 8-2,9.0,8,2,2,3,9,0,0,145,92,3,0,37,34,5,0,0,0,0,0,1,0,0,0,0,0,2.00,0.185,2.702,.402,4,25677,187
355,2018-04-29,CLE,SEA,L 4-10,9.0,14,10,10,1,7,4,0,140,92,0,0,44,42,2,1,0,1,0,0,0,0,0,0,0,0,10.00,-0.363,-4.958,.535,4,17878,181
356,2018-04-29,COL,MIA,L 0-3,8.0,5,3,3,3,6,1,0,128,80,0,0,31,27,0,0,0,0,0,1,0,0,1,0,0,0,3.38,0.008,0.839,.604,2,11203,148
357,2018-04-29,DET,BAL,L 3-5,8.0,8,5,5,5,9,3,0,167,93,0,0,38,32,1,0,0,1,0,0,0,2,1,0,0,0,5.62,-0.170,-0.857,.701,5,28089,181
358,2018-04-29,MIA,COL,W 3-0,9.0,4,0,0,1,14,0,0,123,86,0,0,31,30,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.508,4.319,1.051,3,11203,148
359,2018-04-29,HOU,OAK,W 8-4,9.0,9,4,4,0,14,1,0,146,101,1,1,36,35,4,0,0,1,0,0,1,0,0,0,0,0,4.00,0.045,0.319,1.117,4,39131,166
360,2018-04-29,KCR,CHW,W 5-4,9.0,10,4,4,5,6,0,0,184,120,1,0,42,36,3,2,0,1,0,0,1,1,0,0,0,0,4.00,0.184,0.853,1.566,4,23892,199
361,2018-04-29,LAD,SFG,L 2-4,8.0,6,4,4,5,5,1,0,119,74,0,0,33,28,2,1,0,0,0,0,1,0,1,1,0,0,4.50,-0.166,-0.035,.417,3,42020,160
362,2018-04-29,MIL,CHC,L 0-2,8.0,5,2,2,2,5,0,0,119,78,2,0,32,28,1,1,1,1,0,1,0,0,0,0,0,0,2.25,0.095,2.216,.933,4,40895,155
363,2018-04-29,MIN,CIN,L 2-8,9.0,14,8,8,4,6,1,0,163,100,2,2,45,41,3,0,0,0,0,0,0,1,0,0,0,0,8.00,-0.314,-3.299,.495,4,25677,187
