Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
640,2018-04-19,PIT,PHI,L 0-7,8.0,9,7,7,5,16,1,0,165,94,4,0,38,32,0,0,0,1,0,0,1,2,0,0,0,1,7.88,-0.314,-3.036,.438,3,19071,173
641,2018-04-19,SEA,HOU,L 2-9,9.0,12,9,9,5,11,2,0,166,103,2,2,40,34,3,0,0,0,0,1,1,1,0,0,0,0,9.00,-0.188,-4.389,.714,4,16927,182
642,2018-04-19,SFG,ARI,L 1-3,8.0,7,3,3,3,4,2,0,118,75,0,0,34,30,1,0,0,0,1,0,0,0,0,0,0,0,3.38,0.035,1.553,.873,3,18736,143
643,2018-04-19,STL,CHC,L 5-8,8.0,14,8,8,3,6,1,0,159,100,3,0,42,35,0,1,0,2,1,1,1,0,0,0,0,0,9.00,-0.380,-3.784,.469,5,29648,190
644,2018-04-19,TOR,NYY,L 3-4,8.0,8,4,4,4,3,1,0,142,83,0,0,34,30,1,0,0,0,0,0,0,0,1,0,0,0,4.50,-0.060,0.394,1.017,3,36665,180
645,2018-04-18,LAA,BOS,L 0-9,9.0,14,9,9,3,12,3,0,186,121,1,0,44,41,3,0,0,0,0,0,1,0,0,0,0,0,9.00,-0.310,-4.440,.450,5,34508,198
646,2018-04-18,ARI,SFG,L 3-4,10.0,9,4,4,5,13,2,0,184,112,0,0,43,37,1,0,0,1,0,0,1,1,1,0,0,0,3.60,-0.198,1.691,1.204,5,16976,224
647,2018-04-18,ATL,PHI,W 7-3,9.0,6,3,2,4,10,0,1,157,101,2,0,35,31,1,0,0,0,0,0,3,0,0,0,0,2,2.00,0.248,1.561,1.138,4,22135,188
648,2018-04-18,BAL,DET,L 5-6,8.0,13,6,6,0,7,4,0,126,84,4,0,36,36,2,0,0,0,0,0,1,0,0,0,0,0,6.75,-0.888,-1.650,1.178,5,15178,166
649,2018-04-18,BOS,LAA,W 9-0,9.0,6,0,0,1,8,0,0,137,94,0,0,35,33,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0.190,4.561,.651,4,34508,198
650,2018-04-18,CHW,OAK,L 11-12,13.2,16,12,12,12,13,2,0,288,156,5,4,68,54,4,0,0,0,0,2,1,1,0,0,0,2,7.90,-0.537,-5.682,1.978,10,13321,348
651,2018-04-18,CIN,MIL,L 0-2,8.0,8,2,2,5,8,1,0,131,78,0,0,35,29,0,0,1,0,1,0,2,1,0,0,0,0,2.25,0.069,2.178,.763,4,27343,162
652,2018-04-18,CLE,MIN,L 1-2,15.0,13,2,1,2,15,1,1,233,164,0,0,61,59,1,0,1,0,0,0,0,1,0,0,0,1,0.60,,,.000,9,19537,313
653,2018-04-18,COL,PIT,L 2-10,8.0,13,10,10,4,8,1,0,189,120,2,2,41,36,5,0,0,0,0,1,0,0,0,0,0,0,11.25,-0.318,-5.911,.492,4,8970,184
654,2018-04-18,DET,BAL,W 6-5,9.0,7,5,5,4,10,2,0,149,93,2,2,38,33,2,0,0,0,0,1,0,0,0,0,0,1,5.00,-0.388,-0.106,1.393,5,15178,166
655,2018-04-18,HOU,SEA,W 7-1,9.0,5,1,0,2,8,0,1,124,85,0,0,32,30,0,0,0,0,0,0,1,3,0,0,0,0,0.00,0.266,3.610,.866,3,14643,165
656,2018-04-18,KCR,TOR,L 5-15,8.0,15,15,13,7,9,3,2,182,111,2,2,48,40,4,1,0,1,0,0,1,0,0,0,0,1,14.62,-0.518,-10.562,.799,5,28803,185
657,2018-04-18,LAD,SDP,W 13-4,9.0,8,4,4,3,13,0,0,150,107,2,0,39,34,1,0,0,1,0,1,0,0,0,0,0,0,4.00,0.002,0.368,.663,4,23748,206
658,2018-04-18,MIL,CIN,W 2-0,9.0,3,0,0,3,5,0,0,127,77,2,0,35,31,1,0,1,1,0,0,1,0,0,0,0,0,0.00,0.569,4.702,1.385,3,27343,162
659,2018-04-18,MIN,CLE,W 2-1,16.0,12,1,1,2,12,1,0,209,147,1,0,61,58,1,0,1,1,0,0,2,1,0,0,0,1,0.56,,,,8,19537,313
660,2018-04-18,NYM,WSN,W 11-5,9.0,5,5,5,1,12,2,0,141,91,0,0,32,30,0,1,0,0,0,1,0,0,1,1,0,0,5.00,-0.101,-0.491,.540,4,23117,171
661,2018-04-18,OAK,CHW,W 12-11,14.0,17,11,11,6,11,1,0,268,167,3,2,65,58,3,0,0,1,0,0,1,5,0,0,0,0,7.07,-0.038,-3.905,1.704,8,13321,348
662,2018-04-18,PHI,ATL,L 3-7,8.0,11,7,7,2,10,2,0,139,94,0,0,36,33,0,0,1,1,0,0,0,0,0,1,1,0,7.88,-0.251,-2.947,.722,3,22135,188
663,2018-04-18,PIT,COL,W 10-2,9.0,7,2,2,3,9,1,0,140,88,0,0,38,34,1,0,0,1,0,0,1,0,0,0,0,2,2.00,0.183,2.600,.609,3,8970,184
664,2018-04-18,SDP,LAD,L 4-13,9.0,18,13,11,3,11,1,2,186,121,0,0,48,44,5,0,0,0,1,0,0,0,0,0,0,0,11.00,-0.498,-8.633,.370,5,23748,206
665,2018-04-18,SEA,HOU,L 1-7,9.0,12,7,6,1,10,0,1,145,95,4,2,40,38,6,0,0,1,0,0,2,0,0,0,0,0,6.00,-0.234,-2.390,.761,4,14643,165
666,2018-04-18,SFG,ARI,W 4-3,10.0,10,3,3,3,10,0,0,155,101,1,0,42,39,6,1,1,0,0,0,2,0,0,0,0,0,2.70,0.302,2.691,2.636,4,16976,224
667,2018-04-18,TBR,TEX,W 4-2,9.0,6,2,2,3,11,1,0,126,81,0,0,35,32,1,0,1,0,0,0,1,0,0,0,0,0,2.00,0.334,2.471,1.069,4,8657,156
668,2018-04-18,TEX,TBR,L 2-4,8.0,9,4,4,0,6,0,0,114,78,2,0,35,33,4,0,0,1,0,1,0,1,0,0,0,0,4.50,-0.166,-0.027,.929,3,8657,156
669,2018-04-18,TOR,KCR,W 15-5,9.0,8,5,5,3,10,2,0,153,99,1,0,40,36,1,0,0,1,0,0,0,0,0,0,0,0,5.00,-0.018,-0.006,.837,5,28803,185
670,2018-04-18,WSN,NYM,L 5-11,8.0,8,11,11,6,7,1,0,149,91,5,4,39,32,2,0,1,1,0,0,1,0,0,0,0,0,12.38,-0.600,-6.991,1.748,4,23117,171
671,2018-04-17,LAA,BOS,L 1-10,9.0,15,10,10,5,3,6,0,183,103,1,0,45,38,0,0,0,1,0,1,1,0,0,0,0,1,10.00,-0.379,-5.440,.375,6,44822,195
672,2018-04-17,ARI,SFG,W 1-0,9.0,1,0,0,1,8,0,0,100,68,,,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.760,5.123,1.120,1,19669,125
673,2018-04-17,ATL,PHI,L 1-5,10.0,8,5,5,10,13,0,0,192,109,2,0,44,34,2,0,1,0,0,0,4,2,0,0,0,1,4.50,0.098,0.068,1.846,6,17913,216
674,2018-04-17,BAL,DET,L 2-4,8.0,9,4,4,5,7,1,0,137,79,0,0,36,31,1,1,1,0,0,0,2,0,0,0,0,1,4.50,-0.050,0.350,.944,3,15530,164
675,2018-04-17,BOS,LAA,W 10-1,9.0,4,1,1,6,10,0,0,130,82,0,0,36,30,0,0,0,0,0,0,2,0,0,0,0,0,1.00,0.120,3.561,.283,3,44822,195
676,2018-04-17,CHC,STL,L 3-5,9.0,7,5,5,10,14,1,0,196,111,5,2,44,34,1,0,0,0,0,0,0,0,0,0,0,0,5.00,-0.051,-0.258,1.071,6,35103,213
677,2018-04-17,CHW,OAK,L 2-10,8.0,13,10,10,6,8,1,0,170,100,1,1,41,33,5,0,0,0,0,2,1,0,1,0,0,0,11.25,-0.360,-5.946,.263,5,46028,176
678,2018-04-17,CIN,MIL,L 0-2,8.0,8,2,2,2,6,1,0,140,82,2,0,33,31,1,0,0,0,0,0,1,0,0,0,0,1,2.25,0.088,2.180,.825,4,31345,176
679,2018-04-17,CLE,MIN,W 6-1,9.0,6,1,1,4,9,0,0,153,100,1,0,38,34,2,0,0,0,0,0,0,0,0,0,0,0,1.00,,,.000,3,19516,204
680,2018-04-17,COL,PIT,W 2-0,9.0,5,0,0,2,4,0,0,107,67,2,0,32,30,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.636,4.600,1.277,4,8869,151
681,2018-04-17,DET,BAL,W 4-2,9.0,6,2,2,5,12,1,0,150,86,1,0,36,31,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.450,2.894,1.270,5,15530,164
682,2018-04-17,MIA,NYY,W 9-1,9.0,4,1,1,7,10,1,0,170,96,0,0,37,30,2,0,0,0,0,0,1,0,0,0,0,0,1.00,0.208,3.943,.531,5,34005,191
683,2018-04-17,HOU,SEA,W 4-1,9.0,3,1,1,1,14,1,0,127,88,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.432,3.610,.808,3,15382,168
684,2018-04-17,LAD,SDP,W 7-3,12.0,5,3,2,7,20,1,1,191,120,5,0,48,41,2,0,1,0,0,0,1,1,0,0,1,0,1.50,0.282,2.824,1.957,8,22959,252
685,2018-04-17,MIL,CIN,W 2-0,9.0,3,0,0,3,11,0,0,144,87,2,0,34,30,2,0,0,1,0,0,0,0,0,0,0,0,0.00,0.588,4.702,1.161,4,31345,176
686,2018-04-17,MIN,CLE,L 1-6,9.0,12,6,6,1,9,4,0,169,107,1,1,40,39,3,0,0,0,0,0,0,0,0,0,0,0,6.00,,,,5,19516,204
687,2018-04-17,NYM,WSN,L 2-5,9.0,10,5,5,5,4,0,0,152,95,0,0,41,34,2,0,0,0,1,1,1,3,0,0,0,0,5.00,-0.180,-0.490,.902,3,22724,191
688,2018-04-17,NYY,MIA,L 1-9,9.0,10,9,7,3,11,1,2,137,93,2,1,40,35,1,0,0,1,0,1,3,0,0,0,0,1,7.00,-0.292,-4.057,.422,4,34005,191
689,2018-04-17,OAK,CHW,W 10-2,9.0,8,2,2,3,14,1,0,148,87,0,0,37,34,1,0,0,0,0,0,2,2,0,0,0,2,2.00,0.140,2.561,.368,3,46028,176
690,2018-04-17,PHI,ATL,W 5-1,10.0,8,1,1,4,6,0,0,179,116,3,0,43,38,0,0,1,1,0,0,1,0,0,0,0,2,0.90,0.598,4.068,1.589,7,17913,216
691,2018-04-17,PIT,COL,L 0-2,9.0,5,2,2,4,7,0,0,138,81,0,0,35,31,2,0,0,0,0,0,0,1,1,0,0,0,2.00,0.137,2.600,.717,3,8869,151
692,2018-04-17,SDP,LAD,L 3-7,12.0,11,7,7,6,8,1,0,198,121,1,1,54,46,3,1,2,1,0,1,1,1,0,0,0,0,5.25,-0.218,-1.176,1.220,7,22959,252
693,2018-04-17,SEA,HOU,L 1-4,9.0,9,4,4,5,8,1,0,150,86,1,1,41,34,1,0,0,1,0,1,0,0,0,0,0,2,4.00,-0.068,0.611,1.116,4,15382,168
694,2018-04-17,SFG,ARI,L 0-1,8.0,3,1,1,1,12,0,0,111,72,0,0,29,26,0,0,0,1,1,0,0,0,0,0,0,0,1.12,0.260,3.553,1.056,2,19669,125
695,2018-04-17,STL,CHC,W 5-3,9.0,6,3,2,6,9,1,1,158,94,2,0,41,32,1,0,0,2,1,0,0,0,0,0,0,0,2.00,0.449,1.743,1.328,6,35103,213
696,2018-04-17,TBR,TEX,L 2-7,9.0,12,7,7,4,5,1,0,143,91,0,0,44,37,2,0,0,0,0,3,0,0,0,0,1,0,7.00,-0.292,-2.531,.689,3,8972,164
697,2018-04-17,TEX,TBR,W 7-2,9.0,7,2,1,2,8,1,1,119,81,0,0,35,31,0,0,0,2,0,0,3,0,0,0,0,0,1.00,0.208,2.470,.835,3,8972,164
698,2018-04-17,WSN,NYM,W 5-2,9.0,11,2,2,3,12,0,0,167,106,2,0,40,36,1,0,0,0,0,1,0,0,1,0,0,0,2.00,0.321,2.509,1.387,5,22724,191
699,2018-04-17 (1),KCR,TOR,L 3-11,8.0,13,11,7,3,10,2,4,150,102,3,3,41,36,3,0,1,1,0,1,0,0,0,0,0,0,7.88,-0.462,-6.562,.735,3,,176
700,2018-04-17 (1),TOR,KCR,W 11-3,9.0,11,3,3,1,7,2,0,146,95,0,0,37,35,2,0,0,1,0,0,1,0,2,1,0,0,3.00,0.038,1.994,.895,4,,176
701,2018-04-17 (2),KCR,TOR,L 4-5,9.1,9,5,5,7,13,0,0,191,117,7,3,44,36,1,0,1,1,0,0,1,0,0,0,0,1,4.82,-0.321,-1.087,1.924,7,18645,217
702,2018-04-17 (2),TOR,KCR,W 5-4,10.0,10,4,4,4,8,2,0,189,124,1,0,46,40,2,0,0,2,0,0,0,0,0,0,0,1,3.60,0.179,1.550,1.338,5,18645,217
703,2018-04-16,ATL,PHI,W 2-1,9.0,6,1,1,6,11,1,0,151,93,1,0,38,32,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.645,3.560,1.640,4,17812,160
704,2018-04-16,CHW,OAK,L 1-8,8.0,8,8,6,7,11,1,2,168,100,4,3,40,32,3,0,0,0,1,0,1,0,0,0,0,1,6.75,-0.066,-3.946,.633,5,7479,176
705,2018-04-16,CIN,MIL,W 10-4,9.0,7,4,4,4,11,0,0,146,94,3,2,37,33,1,0,0,0,0,0,1,0,0,0,0,1,4.00,0.254,0.701,.505,5,28677,171
706,2018-04-16,COL,PIT,W 6-2,9.0,4,2,2,2,10,0,0,130,91,0,0,32,29,0,2,0,0,0,1,1,1,0,0,0,0,2.00,0.277,2.600,.694,3,8958,155
707,2018-04-16,MIA,NYY,L 1-12,8.0,15,12,12,8,11,3,0,217,128,4,0,47,38,5,0,0,1,0,0,1,0,0,0,0,0,13.50,-0.312,-7.605,.436,4,32525,218
708,2018-04-16,HOU,SEA,L 1-2,8.0,6,2,2,1,6,1,0,96,62,,,31,30,3,0,0,0,0,0,0,0,0,0,0,0,2.25,0.120,2.098,.934,1,12923,141
709,2018-04-16,LAD,SDP,W 10-3,9.0,6,3,3,1,12,1,0,140,88,0,0,34,32,2,0,0,1,0,0,1,0,0,0,0,0,3.00,0.077,1.367,.564,4,23082,170
710,2018-04-16,MIL,CIN,L 4-10,9.0,14,10,10,4,7,0,0,144,104,0,0,44,39,6,0,1,0,1,0,1,0,0,0,0,1,10.00,-0.246,-5.299,.431,3,28677,171
711,2018-04-16,NYM,WSN,L 6-8,9.0,10,8,8,4,13,2,0,152,98,10,6,41,36,0,0,1,1,0,0,1,2,0,0,0,0,8.00,-0.440,-3.490,1.317,6,22829,205
712,2018-04-16,NYY,MIA,W 12-1,9.0,5,1,0,4,13,0,1,172,106,0,0,37,33,1,0,0,0,0,0,0,0,0,0,0,1,0.00,0.188,3.943,.299,4,32525,218
713,2018-04-16,OAK,CHW,W 8-1,9.0,6,1,1,1,8,1,0,119,78,0,0,33,31,0,0,0,0,1,0,0,1,0,0,0,0,1.00,0.434,3.561,.843,2,7479,176
714,2018-04-16,PHI,ATL,L 1-2,8.0,4,2,2,1,3,0,0,99,64,0,0,28,25,0,0,0,0,1,1,1,1,0,0,0,0,2.25,0.145,2.053,.917,2,17812,160
715,2018-04-16,PIT,COL,L 2-6,9.0,7,6,6,4,3,2,0,143,85,0,0,36,32,1,0,0,0,0,0,1,2,0,0,0,2,6.00,-0.223,-1.400,.459,3,8958,155
716,2018-04-16,SDP,LAD,L 3-10,9.0,9,10,9,7,11,2,1,170,106,0,0,43,36,2,1,1,0,0,0,1,0,0,0,0,0,9.00,-0.423,-5.633,.521,5,23082,170
717,2018-04-16,SEA,HOU,W 2-1,9.0,3,1,1,4,10,1,0,148,90,0,0,34,30,0,0,0,0,0,0,0,1,0,0,0,0,1.00,0.620,3.610,1.381,4,12923,141
718,2018-04-16,TBR,TEX,W 8-4,9.0,8,4,4,1,11,2,0,144,97,1,0,35,34,0,0,0,0,0,0,1,0,0,0,0,0,4.00,0.148,0.469,.392,2,9363,169
719,2018-04-16,TEX,TBR,L 4-8,8.0,13,8,7,4,8,2,1,144,94,0,0,41,37,2,0,0,0,0,0,1,1,0,0,0,0,7.88,-0.351,-4.028,.486,2,9363,169
720,2018-04-16,WSN,NYM,W 8-6,9.0,10,6,5,4,6,1,1,156,99,1,0,39,34,3,1,0,0,1,0,0,2,1,0,0,0,5.00,0.060,-1.491,.960,6,22829,205
721,2018-04-15,ARI,LAD,L 2-7,8.0,8,7,6,7,13,1,1,164,101,1,1,40,32,2,0,0,0,0,1,0,0,0,0,0,0,6.75,-0.269,-2.991,.595,3,47527,189
722,2018-04-15,BAL,BOS,L 1-3,8.0,10,3,1,2,8,0,2,124,88,2,0,36,34,4,1,0,0,0,0,0,2,0,0,0,2,1.12,-0.018,1.439,1.110,2,32489,174
723,2018-04-15,BOS,BAL,W 3-1,9.0,3,1,1,3,14,0,0,151,90,0,0,33,30,1,0,0,0,0,0,0,1,0,0,0,0,1.00,0.481,3.995,1.003,4,32489,174
724,2018-04-15,CIN,STL,L 2-3,9.0,5,3,3,2,6,1,0,111,66,0,0,31,29,1,0,0,0,0,0,0,0,2,0,0,0,3.00,0.027,1.652,.526,3,15557,160
725,2018-04-15,COL,WSN,W 6-5,9.0,5,5,3,10,10,2,2,173,90,6,2,40,28,2,0,0,1,1,0,1,1,1,0,0,3,3.00,-0.086,-0.207,1.816,6,25462,194
726,2018-04-15,MIA,PIT,L 3-7,9.0,13,7,7,1,11,1,0,154,97,0,0,42,37,1,0,0,2,0,2,0,0,0,0,0,0,7.00,-0.267,-2.681,.706,4,10621,183
727,2018-04-15,HOU,TEX,L 1-3,10.0,5,3,3,1,12,1,0,141,99,0,0,37,35,2,0,0,1,0,0,0,0,0,0,0,0,2.70,0.002,1.798,.986,3,31803,186
728,2018-04-15,LAD,ARI,W 7-2,9.0,4,2,2,1,14,1,0,133,91,0,0,33,32,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.231,2.510,.451,3,47527,189
729,2018-04-15,MIL,NYM,L 2-3,8.2,7,3,3,6,11,2,0,168,99,1,0,41,34,1,1,2,1,0,0,0,0,0,0,0,0,3.12,-0.149,1.406,1.311,5,26035,208
730,2018-04-15,NYM,MIL,W 3-2,9.0,4,2,0,5,16,0,2,168,106,5,1,38,33,0,0,0,0,0,0,0,2,0,0,0,1,0.00,0.352,2.510,1.763,6,26035,208
731,2018-04-15,OAK,SEA,W 2-1,9.0,2,1,1,3,5,1,0,116,74,1,0,32,28,0,0,0,0,1,0,0,0,0,0,0,1,1.00,0.715,3.611,1.335,3,25882,160
732,2018-04-15,PHI,TBR,W 10-4,9.0,11,4,3,2,10,1,1,152,96,5,1,42,38,1,1,0,2,0,0,1,2,0,0,0,0,3.00,0.109,0.469,1.100,6,19841,214
733,2018-04-15,PIT,MIA,W 7-3,9.0,7,3,3,0,13,1,0,143,98,0,0,36,35,1,0,0,1,0,0,0,0,0,0,0,0,3.00,0.233,1.318,.920,4,10621,183
734,2018-04-15,SDP,SFG,W 10-1,9.0,7,1,1,1,12,0,0,127,80,0,0,34,32,2,0,0,0,0,1,1,0,0,0,0,0,1.00,0.155,3.368,.621,3,34316,189
735,2018-04-15,SEA,OAK,L 1-2,9.0,7,2,2,0,10,1,0,125,78,3,0,36,33,1,0,0,3,0,0,1,0,0,0,0,0,2.00,0.214,2.611,.964,4,25882,160
736,2018-04-15,SFG,SDP,L 1-10,8.0,11,10,9,7,12,1,1,182,113,2,0,43,35,3,1,0,1,0,0,1,3,0,0,0,0,10.12,-0.345,-6.117,.510,5,34316,189
737,2018-04-15,STL,CIN,W 3-2,9.0,5,2,2,4,13,2,0,144,97,0,0,37,31,2,0,0,2,0,0,2,0,0,0,0,1,2.00,0.528,2.652,1.717,3,15557,160
738,2018-04-15,TBR,PHI,L 4-10,9.0,8,10,7,6,8,1,3,183,114,3,3,43,36,2,0,0,1,0,0,0,1,0,0,0,0,7.00,-0.391,-5.530,.801,4,19841,214
739,2018-04-15,TEX,HOU,W 3-1,10.0,3,1,1,2,10,0,0,148,96,1,0,36,33,1,0,0,0,0,1,0,1,0,0,0,0,0.90,0.502,3.799,1.739,4,31803,186
740,2018-04-15,WSN,COL,L 5-6,9.0,6,6,6,1,10,3,0,136,85,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,6.00,-0.586,-1.207,1.104,5,25462,194
741,2018-04-14,LAA,KCR,W 5-3,9.0,6,3,3,5,11,1,0,160,97,4,0,37,32,0,0,0,0,0,0,1,0,0,0,0,3,3.00,0.368,1.852,1.340,6,15876,183
742,2018-04-14,ARI,LAD,W 9-1,9.0,8,1,1,2,5,0,0,164,102,0,0,36,34,3,0,0,0,0,0,0,0,1,0,0,0,1.00,0.129,3.509,.527,5,44306,190
743,2018-04-14,ATL,CHC,L 10-14,8.0,10,14,12,10,12,1,2,196,111,10,6,47,35,2,1,1,2,0,0,0,0,0,0,0,2,13.50,-0.955,-9.785,.851,6,36788,223
744,2018-04-14,BAL,BOS,L 3-10,8.0,15,10,8,2,3,2,2,149,96,2,1,41,39,4,0,0,0,0,0,1,0,0,0,0,0,9.00,-0.306,-5.561,.310,4,33584,185
745,2018-04-14,BOS,BAL,W 10-3,9.0,9,3,3,1,9,1,0,146,96,0,0,35,34,3,0,0,0,0,0,2,0,0,0,0,0,3.00,0.195,1.995,.472,3,33584,185
746,2018-04-14,CHC,ATL,W 14-10,9.0,15,10,9,8,6,1,1,201,120,3,3,49,40,4,0,0,0,1,0,2,0,0,0,0,2,9.00,-0.455,-5.258,.482,5,36788,223
747,2018-04-14,CIN,STL,L 1-6,9.0,8,6,6,5,9,2,0,159,97,2,0,40,33,3,0,0,1,0,1,1,3,0,0,0,0,6.00,-0.234,-1.348,.541,4,19213,163
748,2018-04-14,COL,WSN,L 2-6,8.0,12,6,6,3,7,1,0,139,91,2,1,37,34,2,0,0,0,0,0,1,2,0,0,0,1,6.75,-0.317,-1.740,.891,3,31700,173
749,2018-04-14,MIA,PIT,L 0-1,9.0,5,1,1,2,4,0,0,113,69,0,0,33,30,1,0,1,1,0,0,1,0,1,0,0,0,1.00,0.232,3.319,1.337,3,26816,151
750,2018-04-14,HOU,TEX,L 5-6,10.0,11,6,6,3,15,4,0,175,109,0,0,43,40,2,0,1,0,0,0,1,0,0,0,0,0,5.40,-0.263,-1.202,1.211,6,40679,206
751,2018-04-14,KCR,LAA,L 3-5,9.0,9,5,4,2,11,3,1,166,104,2,0,39,36,1,0,0,0,0,1,0,0,0,0,0,0,4.00,-0.133,-0.148,.579,3,15876,183
752,2018-04-14,LAD,ARI,L 1-9,9.0,10,9,9,2,7,4,0,149,101,0,0,38,36,2,0,0,0,0,0,0,0,0,0,0,0,9.00,-0.373,-4.491,.398,3,44306,190
753,2018-04-14,MIL,NYM,W 5-1,9.0,3,1,1,2,10,0,0,118,82,0,0,31,28,0,0,0,1,0,0,2,0,0,0,0,0,1.00,0.336,3.510,.682,3,40965,166
754,2018-04-14,NYM,MIL,L 1-5,9.0,9,5,5,1,13,3,0,157,108,0,0,37,35,1,0,0,0,1,0,0,1,0,0,0,0,5.00,-0.163,-0.491,.497,3,40965,166
755,2018-04-14,OAK,SEA,L 8-10,8.0,17,10,9,2,7,4,1,159,97,1,0,44,42,2,0,0,0,0,0,0,2,0,0,0,1,10.12,-0.576,-5.901,.723,4,29013,212
756,2018-04-14,PHI,TBR,W 9-4,9.0,8,4,3,3,4,0,1,118,78,1,0,36,31,3,0,0,0,0,2,3,0,0,0,0,0,3.00,0.096,0.470,.353,3,20934,166
757,2018-04-14,PIT,MIA,W 1-0,9.0,6,0,0,3,3,0,0,140,87,0,0,36,33,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.732,4.319,1.525,4,26816,151
758,2018-04-14,SDP,SFG,W 5-4,9.0,9,4,4,3,11,2,0,149,87,1,0,37,34,1,2,0,0,0,0,0,0,1,1,0,0,4.00,0.137,0.368,1.104,4,41117,179
759,2018-04-14,SEA,OAK,W 10-8,9.0,10,8,8,3,11,3,0,176,112,3,1,40,36,2,0,0,1,0,0,1,0,0,0,0,0,8.00,-0.076,-3.390,.886,7,29013,212
760,2018-04-14,SFG,SDP,L 4-5,8.0,11,5,5,4,9,2,0,149,97,7,0,39,34,2,0,0,0,0,1,1,0,0,0,0,0,5.62,-0.363,-1.118,1.321,6,41117,179
761,2018-04-14,STL,CIN,W 6-1,9.0,7,1,1,3,6,1,0,123,80,0,0,36,33,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.265,3.652,.611,3,19213,163
762,2018-04-14,TBR,PHI,L 4-9,9.0,13,9,8,3,3,1,1,150,103,0,0,42,38,4,0,0,0,0,1,1,0,0,0,0,1,8.00,-0.404,-4.531,.400,2,20934,166
763,2018-04-14,TEX,HOU,W 6-5,10.0,8,5,5,3,7,1,0,183,114,2,0,42,38,2,0,0,1,0,0,1,0,0,0,0,1,4.50,0.237,-0.201,1.544,6,40679,206
764,2018-04-14,WSN,COL,W 6-2,9.0,2,2,2,2,14,1,0,140,96,0,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.183,2.794,.604,3,31700,173
765,2018-04-13,LAA,KCR,W 5-4,9.0,11,4,3,3,8,0,1,157,94,3,0,38,35,2,0,0,0,0,0,2,0,1,0,0,0,3.00,0.220,0.852,1.462,6,15011,204
766,2018-04-13,ARI,LAD,W 8-7,9.0,11,7,7,3,8,2,0,146,93,4,3,41,37,1,0,0,1,0,0,1,0,0,0,0,0,7.00,0.129,-2.490,1.341,4,43791,210
767,2018-04-13,ATL,CHC,W 4-0,9.0,4,0,0,1,9,0,0,137,94,0,0,32,30,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.386,4.742,.842,4,29775,189
768,2018-04-13,BAL,BOS,L 3-7,8.0,11,7,7,6,6,1,0,163,97,4,1,42,34,4,0,0,1,0,1,0,0,0,0,0,1,7.88,-0.354,-2.560,.434,4,32610,202
769,2018-04-13,BOS,BAL,W 7-3,9.0,9,3,3,2,12,0,0,151,95,0,0,37,34,1,0,0,0,0,1,0,0,0,0,0,0,3.00,0.148,1.994,.518,4,32610,202
770,2018-04-13,CHC,ATL,L 0-4,9.0,12,4,4,5,7,1,0,173,105,3,0,44,39,4,0,0,0,0,0,0,0,1,0,1,1,4.00,-0.113,0.743,.828,6,29775,189
771,2018-04-13,CIN,STL,L 3-5,9.0,13,5,5,2,9,2,0,133,87,1,0,40,38,2,0,1,0,0,0,2,1,1,0,0,0,5.00,-0.095,-0.349,.717,4,19561,185
772,2018-04-13,CLE,TOR,L 4-8,9.0,7,8,7,3,10,1,1,170,105,2,1,40,36,4,0,0,1,0,0,0,3,0,0,0,0,7.00,-0.229,-2.957,1.057,6,25592,192
773,2018-04-13,COL,WSN,W 2-1,9.0,4,1,1,4,10,0,0,167,102,2,0,35,30,1,0,0,0,0,1,0,0,0,0,0,0,1.00,0.704,3.793,1.504,6,32702,184
774,2018-04-13,DET,NYY,L 6-8,9.0,11,8,7,4,8,2,1,152,90,4,1,44,38,3,1,0,1,0,1,0,1,0,0,0,0,7.00,-0.242,-3.106,.474,5,21363,208
775,2018-04-13,MIA,PIT,W 7-2,9.0,5,2,2,3,8,1,0,122,71,0,0,33,29,1,0,0,0,1,0,1,1,1,1,0,0,2.00,0.100,2.319,.943,4,6852,168
776,2018-04-13,HOU,TEX,W 3-2,9.0,6,2,2,1,17,2,0,129,93,2,0,36,33,0,0,0,2,0,0,0,0,0,0,0,1,2.00,0.371,2.319,1.592,4,32129,170
777,2018-04-13,KCR,LAA,L 4-5,9.0,13,5,5,1,8,1,0,156,106,1,0,41,38,1,0,0,0,1,1,0,2,0,0,0,0,5.00,-0.281,-0.147,1.563,5,15011,204
